Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
519,regie autonome des transports parisiens,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,73%,Good,regie autonome des transports parisien,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,13%,Possible,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
520,regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86%,Good,regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
521,relx finance bv,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,relx finance,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
522,relx finance bv,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,relx finance,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
523,relx finance bv,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,relx finance,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
524,ren finance bv,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,ren finance,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
525,ren finance bv,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,ren finance,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
526,ren finance bv,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,ren finance,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
527,renault sa,https://permid.org/1-4295867385,Renault SA,92%,Excellent,renault,https://permid.org/1-4295867385,Renault SA,92%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,France,France,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
528,repsol intl finance bv,https://permid.org/1-5000035934,Repsol International Finance BV,92%,Excellent,repsol intl finance,https://permid.org/1-5000035934,Repsol International Finance BV,92%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Producers, refiners and transporters of raw and refined oil and gas products."
529,resa sa,,,,No Match,resa,,,,No Match,False,0,0,0,0,0,0
530,richemont international holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,richemont international holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75%,Good,True,0,0,0,0,0,0
531,richemont intl holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,richemont intl holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75%,Good,True,0,0,0,0,0,0
532,robert bosch gmbh,https://permid.org/1-4295869214,Robert Bosch GmbH,92%,Excellent,robert bosch,https://permid.org/1-4295869214,Robert Bosch GmbH,45%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
533,robert bosch investnedldbv,,,,No Match,robert bosch investnedld,,,,No Match,False,0,0,0,0,0,0
534,roche finance europe bv,https://permid.org/1-4296939181,Roche Finance Europe BV,92%,Excellent,roche finance europe,https://permid.org/1-4296939181,Roche Finance Europe BV,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
535,royal schiphol group nv,https://permid.org/1-5000048708,Royal Schiphol Group NV,92%,Excellent,royal schiphol group,https://permid.org/1-5000048708,Royal Schiphol Group NV,67%,Good,True,Transport Infrastructure,Transportation,Industrials,Netherlands,Netherlands,"Owners and operators of highways, rail tracks, airports, and marine ports."
536,rte edf transport,,,,No Match,rte edf transport,,,,No Match,False,0,0,0,0,0,0
537,ryanair dac,https://permid.org/1-5000075993,Ryanair DAC,92%,Excellent,ryanair,https://permid.org/1-4295874870,Ryanair Holdings PLC,50%,Possible,False,Passenger Transportation Services,Transportation,Industrials,Ireland,Ireland,"Providers of transportation services to passengers via air, ground and sea."
538,safran sa,https://permid.org/1-4295867343,Safran SA,92%,Excellent,safran,https://permid.org/1-4295867343,Safran SA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Producers of commercial, military and private aircraft and spacecraft."
539,safran sa,https://permid.org/1-4295867343,Safran SA,92%,Excellent,safran,https://permid.org/1-4295867343,Safran SA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry."
540,safran sa,https://permid.org/1-4295867343,Safran SA,92%,Excellent,safran,https://permid.org/1-4295867343,Safran SA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,France,France,Includes also manufacturers of satellites.
541,sagax euro mtn nl bv,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,92%,Excellent,sagax euro mtn nl,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,71%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
542,sagax euro mtn nl bv,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,92%,Excellent,sagax euro mtn nl,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,71%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
543,sagax euro mtn nl bv,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,92%,Excellent,sagax euro mtn nl,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,71%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
544,sagess socandgeststdsec,,,,No Match,sagess,https://permid.org/1-4296654560,Gestion Securite de Stocks Securite SA,92%,Excellent,False,0,0,0,0,0,0
545,sampo oyj,https://permid.org/1-4295866416,Sampo plc,92%,Excellent,sampo,https://permid.org/1-4295866416,Sampo plc,92%,Excellent,True,Insurance,Insurance,Financials,Finland,Finland,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
546,sanofi sa,https://permid.org/1-4295868215,Sanofi SA,92%,Excellent,sanofi,https://permid.org/1-4295868215,Sanofi SA,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,France,France,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
547,sap se,https://permid.org/1-5043321284,SAP SE,92%,Excellent,sap,https://permid.org/1-5043321284,SAP SE,92%,Excellent,True,Software & IT Services,Software & IT Services,Technology,Germany,Germany,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
548,sato oyj,https://permid.org/1-4297219925,Sato Oyj,92%,Excellent,sato,https://permid.org/1-4295879856,Sato Holdings Corp,92%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
549,sato oyj,https://permid.org/1-4297219925,Sato Oyj,92%,Excellent,sato,https://permid.org/1-4295879856,Sato Holdings Corp,92%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
550,sbb treasury oyj,https://permid.org/1-5076162463,SBB Treasury Oyj,92%,Excellent,sbb treasury,https://permid.org/1-5076162463,SBB Treasury Oyj,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Finland,Finland,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
551,schaeffler ag,https://permid.org/1-5045949737,Schaeffler AG,92%,Excellent,schaeffler,https://permid.org/1-5045949737,Schaeffler AG,92%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
552,schlumberger fin france sas,https://permid.org/1-5050268693,Schlumberger Finance France SAS,92%,Excellent,schlumberger fin france,https://permid.org/1-5050268693,Schlumberger Finance France SAS,58%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
553,schlumberger finance bv,https://permid.org/1-4297665422,Schlumberger Finance BV,92%,Excellent,schlumberger finance,https://permid.org/1-5050268693,Schlumberger Finance France SAS,24%,Possible,False,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment."
554,schneider electric sa,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
555,schneider electric se,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
556,ses sa,https://permid.org/1-4295883014,SES SA,92%,Excellent,ses,https://permid.org/1-4295883014,SES SA,18%,Possible,True,Telecommunications Services,Telecommunications Services,Technology,Luxembourg,Luxembourg,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
557,shell international finance bv,https://permid.org/1-4297475585,Shell International Finance BV,92%,Excellent,shell international finance,https://permid.org/1-4297475585,Shell International Finance BV,92%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Producers, refiners and transporters of raw and refined oil and gas products."
558,siemens financieringsmaatschappij nv,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92%,Excellent,siemens financieringsmaatschappij,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92%,Excellent,True,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Non-Cyclicals,Netherlands,Netherlands,"Large organizations, engaged in multiple business lines within the consumer goods sectors, including non-cyclical consumer goods and cyclical consumer goods."
559,siemens finanmaatschappij nv,,,,No Match,siemens finanmaatschappij,,,,No Match,False,0,0,0,0,0,0
560,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
561,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,Investment Holding Companies might have both minority and majority stakes.
562,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
563,signify nv,https://permid.org/1-5050986901,Signify NV,92%,Excellent,signify,https://permid.org/1-5050986901,Signify NV,92%,Excellent,True,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,Netherlands,Netherlands,"Builders of residential homes, mobile homes and prefabricated homes, and manufacturers of value-added building products and home improvement components."
564,simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11%,Possible,simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11%,Possible,True,0,0,0,0,0,0
565,six finance luxembourg sa,https://permid.org/1-5076357523,SIX Finance Luxembourg SA,92%,Excellent,six finance luxembourg,https://permid.org/1-5076357523,SIX Finance Luxembourg SA,74%,Good,True,0,0,0,0,0,0
566,snam spa,https://permid.org/1-4295875615,Snam SpA,92%,Excellent,snam,https://permid.org/1-4295875615,Snam SpA,92%,Excellent,True,0,0,0,0,0,0
567,sncf mobilites,,,,No Match,sncf mobilite,,,,No Match,False,0,0,0,0,0,0
568,societe anonyme de gestion des stocks de securite sagess,https://permid.org/1-4296258481,SA De Gestion De Stocks Securite Sagess,81%,Good,societe anonyme de gestion des stocks de securite sage,,,,No Match,False,0,0,0,0,0,0
569,societe des autoroutes du nord et de l est de la france sanef,https://permid.org/1-5057739178,Societe des Autoroutes du Nord et de l'Est de la France {SANEF},71%,Good,societe des autoroutes du nord et de l est de la france sanef,https://permid.org/1-5057739178,Societe des Autoroutes du Nord et de l'Est de la France {SANEF},71%,Good,True,0,0,0,0,0,0
570,societe des autoroutes paris rhin rhone aprr,,,,No Match,societe des autoroutes paris rhin rhone aprr,,,,No Match,False,0,0,0,0,0,0
571,societe fonciere lyonnaise sa,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92%,Excellent,societe fonciere lyonnaise,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
572,societe nationale sncf sa,https://permid.org/1-4295866888,Societe Nationale SNCF SA,92%,Excellent,societe nationale sncf,https://permid.org/1-4295866888,Societe Nationale SNCF SA,80%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
573,sodexo sa,https://permid.org/1-4295866614,Sodexo SA,92%,Excellent,sodexo,https://permid.org/1-4295866614,Sodexo SA,92%,Excellent,True,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
574,solvay sa,https://permid.org/1-4295859421,Solvay SA,92%,Excellent,solvay,https://permid.org/1-4295859421,Solvay SA,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Belgium,Belgium,"Producers and refiners of agricultural, commodity and specialty chemicals."
575,spp distribucia as,https://permid.org/1-5040261492,SPP Distribucia as,92%,Excellent,spp distribucia,https://permid.org/1-5040261492,SPP Distribucia as,92%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Slovakia,Slovakia,Producers and distributors of natural gas.
576,spp infrastructure fing bv,,,,No Match,spp infrastructure fing,,,,No Match,False,0,0,0,0,0,0
577,stedin holding nv,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,stedin holding,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,Generators and distributors of electric power.
578,stedin holding nv,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,stedin holding,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
579,steinhoff europe ag,https://permid.org/1-5000025511,Steinhoff Europe AG,92%,Excellent,steinhoff europe,https://permid.org/1-5000025511,Steinhoff Europe AG,66%,Good,True,Household Goods,Cyclical Consumer Products,Consumer Cyclicals,Austria,Austria,"Manufacturers of household appliances, tools, house wares and home furnishing goods."
580,stellantis nv,https://permid.org/1-5043319761,Stellantis NV,92%,Excellent,stellanti,,,,No Match,False,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
581,stg global finance bv,https://permid.org/1-5076388739,STG Global Finance BV,92%,Excellent,stg global finance,https://permid.org/1-5076388739,STG Global Finance BV,58%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,Companies primarily engaged in investing in securities/stakes of other companies and for their own profits.
582,stg global finance bv,https://permid.org/1-5076388739,STG Global Finance BV,92%,Excellent,stg global finance,https://permid.org/1-5076388739,STG Global Finance BV,58%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,Investment Holding Companies might have both minority and majority stakes.
583,stg global finance bv,https://permid.org/1-5076388739,STG Global Finance BV,92%,Excellent,stg global finance,https://permid.org/1-5076388739,STG Global Finance BV,58%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,"Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
584,stora enso oyj,https://permid.org/1-4295866448,Stora Enso Oyj,92%,Excellent,stora enso,https://permid.org/1-4295866448,Stora Enso Oyj,92%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services."
585,strabag se,https://permid.org/1-4298050903,STRABAG SE,92%,Excellent,strab,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Austria,Austria,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects."
586,strabag se,https://permid.org/1-4298050903,STRABAG SE,92%,Excellent,strab,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Austria,Austria,"Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings."
587,strabag se,https://permid.org/1-4298050903,STRABAG SE,92%,Excellent,strab,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Austria,Austria,Includes also manufacturers of heavy machinery for permanent installation.
588,sudzucker intl finance bv,https://permid.org/1-4296745954,Suedzucker International Finance BV,92%,Excellent,sudzucker intl finance,https://permid.org/1-4296745954,Suedzucker International Finance BV,80%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
589,sudzucker intl finance bv,https://permid.org/1-4296745954,Suedzucker International Finance BV,92%,Excellent,sudzucker intl finance,https://permid.org/1-4296745954,Suedzucker International Finance BV,80%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
590,sudzucker intl finance bv,https://permid.org/1-4296745954,Suedzucker International Finance BV,92%,Excellent,sudzucker intl finance,https://permid.org/1-4296745954,Suedzucker International Finance BV,80%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
591,suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
592,suez sa,https://permid.org/1-4298165294,Suez SA,92%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
593,swisscom finance bv,https://permid.org/1-5073962722,Swisscom Finance BV,92%,Excellent,swisscom finance,https://permid.org/1-5001186082,Swisscom Finance Ltd,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
594,swisscom finance bv,https://permid.org/1-5073962722,Swisscom Finance BV,92%,Excellent,swisscom finance,https://permid.org/1-5001186082,Swisscom Finance Ltd,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
595,swisscom finance bv,https://permid.org/1-5073962722,Swisscom Finance BV,92%,Excellent,swisscom finance,https://permid.org/1-5001186082,Swisscom Finance Ltd,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
596,talanx ag,https://permid.org/1-4296750143,Talanx AG,92%,Excellent,talanx,https://permid.org/1-4296750143,Talanx AG,92%,Excellent,True,Insurance,Insurance,Financials,Germany,Germany,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
597,telecom italia finance sa,https://permid.org/1-5000025337,Telecom Italia Finance SA,92%,Excellent,telecom italia finance,https://permid.org/1-5000025337,Telecom Italia Finance SA,92%,Excellent,True,Collective Investments,Collective Investments,Financials,Luxembourg,Luxembourg,"Listed closed-end investment funds, as well as other funds where participation can be bought and sold as units or shares such as open-ended or mutual funds, exchange-traded funds, exchange traded products, unit trusts and unit investment trusts."
598,telecom italia spa,https://permid.org/1-4295875783,Telecom Italia SpA,92%,Excellent,telecom italia,https://permid.org/1-4295875783,Telecom Italia SpA,92%,Excellent,True,Telecommunications Services,Telecommunications Services,Technology,Italy,Italy,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
599,telefonica emisiones sau,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,telefonica emisiones,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
600,telefonica emisiones sau,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,telefonica emisiones,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,Includes bank holding companies.
601,telefonica emisiones sau,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,telefonica emisiones,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Excludes providers of investment banking services, classified in Investment Banking."
602,telefonica europe bv,https://permid.org/1-4296540347,Telefonica Europe BV,92%,Excellent,telefonica europe,https://permid.org/1-5000075627,Telefonica O2 Holdings Ltd,92%,Excellent,False,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
603,telekom finanzmanagement gmbh,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92%,Excellent,telekom finanzmanagement,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Austria,Austria,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
604,teleperformance se,https://permid.org/1-4295866721,Teleperformance SE,92%,Excellent,teleperformance,https://permid.org/1-4295866721,Teleperformance SE,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
605,tennet holding bv,https://permid.org/1-5000075299,TenneT Holding BV,92%,Excellent,tennet holding,https://permid.org/1-5000075299,TenneT Holding BV,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Netherlands,Netherlands,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
606,teollisuuden voima oyj,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,teollisuuden voima,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,Generators and distributors of electric power.
607,teollisuuden voima oyj,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,teollisuuden voima,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
608,terna rete elettrica naziospa,https://permid.org/1-4295875459,Terna Rete Elettrica Nazionale SpA,14%,Possible,terna rete elettrica nazio,,,,No Match,False,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,Generators and distributors of electric power.
609,terna rete elettrica naziospa,https://permid.org/1-4295875459,Terna Rete Elettrica Nazionale SpA,14%,Possible,terna rete elettrica nazio,,,,No Match,False,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
610,thales,https://permid.org/1-4295866846,Thales SA,92%,Excellent,thale,,,,No Match,False,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Producers of commercial, military and private aircraft and spacecraft."
611,thales,https://permid.org/1-4295866846,Thales SA,92%,Excellent,thale,,,,No Match,False,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry."
612,thales,https://permid.org/1-4295866846,Thales SA,92%,Excellent,thale,,,,No Match,False,Aerospace & Defense,Industrial Goods,Industrials,France,France,Includes also manufacturers of satellites.
613,tlg immobilien ag,https://permid.org/1-5044024092,TLG Immobilien AG,92%,Excellent,tlg immobilien,https://permid.org/1-5044024092,TLG Immobilien AG,64%,Good,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Developers and managers of real estate who build, rent and lease residential and commercial properties."
614,tlg immobilien ag,https://permid.org/1-5044024092,TLG Immobilien AG,92%,Excellent,tlg immobilien,https://permid.org/1-5044024092,TLG Immobilien AG,64%,Good,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
615,total capital international sa,https://permid.org/1-5035956073,Total Capital International SA,92%,Excellent,total capital international,https://permid.org/1-5050919571,TCR International Ltd,25%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
616,total capital international sa,https://permid.org/1-5035956073,Total Capital International SA,92%,Excellent,total capital international,https://permid.org/1-5050919571,TCR International Ltd,25%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,Includes bank holding companies.
617,total capital international sa,https://permid.org/1-5035956073,Total Capital International SA,92%,Excellent,total capital international,https://permid.org/1-5050919571,TCR International Ltd,25%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,"Excludes providers of investment banking services, classified in Investment Banking."
618,total capital sa,https://permid.org/1-4296676289,Total Capital SA,92%,Excellent,total capital,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
619,total capital sa,https://permid.org/1-4296676289,Total Capital SA,92%,Excellent,total capital,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,France,France,Includes bank holding companies.
