Sentence ID,Company Name,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
283,ewe ag,https://permid.org/1-4295869127,EWE AG,92%,Excellent,ewe,https://permid.org/1-4295869127,EWE AG,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
284,ewe ag,https://permid.org/1-4295869127,EWE AG,92%,Excellent,ewe,https://permid.org/1-4295869127,EWE AG,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,Includes also utility infrastructure operators.
285,exor nv,https://permid.org/1-5052536757,Exor NV,92%,Excellent,exor,https://permid.org/1-5052536757,Exor NV,19%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
286,ferrovial emisiones sa,https://permid.org/1-5038048731,Ferrovial Emisiones SA,92%,Excellent,ferrovial emisiones,https://permid.org/1-5038048731,Ferrovial Emisiones SA,78%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
287,ferrovial emisiones sa,https://permid.org/1-5038048731,Ferrovial Emisiones SA,92%,Excellent,ferrovial emisiones,https://permid.org/1-5038048731,Ferrovial Emisiones SA,78%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,Includes bank holding companies.
288,ferrovial emisiones sa,https://permid.org/1-5038048731,Ferrovial Emisiones SA,92%,Excellent,ferrovial emisiones,https://permid.org/1-5038048731,Ferrovial Emisiones SA,78%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Excludes providers of investment banking services, classified in Investment Banking."
289,ferrovie dello stato italiane spa,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,92%,Excellent,ferrovie dello stato italiane,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,92%,Excellent,True,Passenger Transportation Services,Transportation,Industrials,Italy,Italy,"Providers of transportation services to passengers via air, ground and sea."
290,ferrovie dello stato italspa,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,40%,Possible,ferrovie dello stato ital,https://permid.org/1-4295963223,Ferrovie dello Stato Italiane SpA,63%,Good,True,Passenger Transportation Services,Transportation,Industrials,Italy,Italy,"Providers of transportation services to passengers via air, ground and sea."
291,fiat chrysler automobiles nv,https://permid.org/1-5048857469,Fiat Chrysler Automobiles NV,92%,Excellent,fiat chrysler automobile,,,,No Match,False,0,0,0,0,0,0
292,fingrid oyj,https://permid.org/1-4296543266,Fingrid Oyj,92%,Excellent,fingrid,https://permid.org/1-4296543266,Fingrid Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,Generators and distributors of electric power.
293,fingrid oyj,https://permid.org/1-4296543266,Fingrid Oyj,92%,Excellent,fingrid,https://permid.org/1-4296543266,Fingrid Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
294,firmenich productions participations sas,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,92%,Excellent,firmenich productions participations,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,73%,Good,True,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
295,firmenich productions participations sas,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,92%,Excellent,firmenich productions participations,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,73%,Good,True,Banking Services,Banking & Investment Services,Financials,France,France,Includes bank holding companies.
296,firmenich productions participations sas,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,92%,Excellent,firmenich productions participations,https://permid.org/1-5055442099,Firmenich Productions Participations SAS,73%,Good,True,Banking Services,Banking & Investment Services,Financials,France,France,"Excludes providers of investment banking services, classified in Investment Banking."
297,fluvius system operator cvba,https://permid.org/1-4297633980,Fluvius System Operator CVBA,92%,Excellent,fluvius system operator,https://permid.org/1-4297633980,Fluvius System Operator CVBA,45%,Possible,True,Multiline Utilities,Utilities,Utilities,Belgium,Belgium,"Producers and distributors of electric power, natural gas and combined heat and power."
298,fluvius system operator cvba,https://permid.org/1-4297633980,Fluvius System Operator CVBA,92%,Excellent,fluvius system operator,https://permid.org/1-4297633980,Fluvius System Operator CVBA,45%,Possible,True,Multiline Utilities,Utilities,Utilities,Belgium,Belgium,"Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations."
299,fluvius system operator cvba,https://permid.org/1-4297633980,Fluvius System Operator CVBA,92%,Excellent,fluvius system operator,https://permid.org/1-4297633980,Fluvius System Operator CVBA,45%,Possible,True,Multiline Utilities,Utilities,Utilities,Belgium,Belgium,Includes also utility infrastructure operators.
300,fonciere des regions,https://permid.org/1-5035902891,Fonciere des Regions Developpement SAS,57%,Possible,fonciere des region,,,,No Match,False,0,0,0,0,0,0
301,fonciere des regions sa,https://permid.org/1-5061332739,Fonciere des Regions SA,92%,Excellent,fonciere des regions,https://permid.org/1-5035902891,Fonciere des Regions Developpement SAS,57%,Possible,False,0,0,0,0,0,0
302,fortum oyj,https://permid.org/1-4295866494,Fortum Oyj,92%,Excellent,fortum,https://permid.org/1-4295866494,Fortum Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,Generators and distributors of electric power.
303,fortum oyj,https://permid.org/1-4295866494,Fortum Oyj,92%,Excellent,fortum,https://permid.org/1-4295866494,Fortum Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,"Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
304,fresenius finance ireland plc,https://permid.org/1-5059049446,Fresenius Finance Ireland II PLC,78%,Good,fresenius finance ireland,https://permid.org/1-5059049446,Fresenius Finance Ireland II PLC,37%,Possible,True,0,0,0,0,0,0
305,fresenius medical care ag  co kgaa,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,83%,Good,fresenius medical care ag  co,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,82%,Good,True,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,Operators of healthcare facilities and providers of managed healthcare.
306,fresenius medical care ag and co kgaa,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,92%,Excellent,fresenius medical care ag and co,https://permid.org/1-4295869203,Fresenius Medical Care AG & Co KGaA,77%,Good,True,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,Operators of healthcare facilities and providers of managed healthcare.
307,fresenius se  co kgaa,https://permid.org/1-5001439044,Fresenius SE & Co KGaA,78%,Good,fresenius se  co,https://permid.org/1-5001439044,Fresenius SE & Co KGaA,73%,Good,True,Healthcare Providers & Services,Healthcare Services & Equipment,Healthcare,Germany,Germany,Operators of healthcare facilities and providers of managed healthcare.
308,gas natural cm sa,,,,No Match,gas natural cm,,,,No Match,False,0,0,0,0,0,0
309,gas natural fenosa finance bv,https://permid.org/1-4296948055,Naturgy Finance BV,92%,Excellent,gas natural fenosa finance,https://permid.org/1-4296948055,Naturgy Finance BV,71%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,Producers and distributors of natural gas.
310,gas networks ireland,https://permid.org/1-5046712558,Gas Networks Ireland,92%,Excellent,gas networks ireland,https://permid.org/1-5046712558,Gas Networks Ireland,92%,Excellent,True,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Ireland,Ireland,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment."
311,geberit international bv,https://permid.org/1-5000054357,Geberit International BV,92%,Excellent,geberit international,https://permid.org/1-4295890739,Geberit AG,66%,Good,False,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
312,gecina,https://permid.org/1-4295867555,Gecina SA,92%,Excellent,gecina,https://permid.org/1-4295867555,Gecina SA,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
313,gie engie alliance,,,,No Match,gie engie alliance,,,,No Match,False,0,0,0,0,0,0
314,givaudan finance europe bv,https://permid.org/1-5073623848,Givaudan Finance Europe BV,92%,Excellent,givaudan finance europe,https://permid.org/1-5073623848,Givaudan Finance Europe BV,66%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
315,givaudan finance europe bv,https://permid.org/1-5073623848,Givaudan Finance Europe BV,92%,Excellent,givaudan finance europe,https://permid.org/1-5073623848,Givaudan Finance Europe BV,66%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,Includes bank holding companies.
316,givaudan finance europe bv,https://permid.org/1-5073623848,Givaudan Finance Europe BV,92%,Excellent,givaudan finance europe,https://permid.org/1-5073623848,Givaudan Finance Europe BV,66%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Excludes providers of investment banking services, classified in Investment Banking."
317,glencore capital finance dac,https://permid.org/1-5076169227,Glencore Capital Finance DAC,92%,Excellent,glencore capital finance,https://permid.org/1-5076169227,Glencore Capital Finance DAC,52%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Ireland,Ireland,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
318,glencore finance europe sa,https://permid.org/1-4295882975,Glencore Finance Europe SA,92%,Excellent,glencore finance europe,https://permid.org/1-5057819876,Glencore Finance (Europe) Ltd,74%,Good,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases."
319,glencore finance europe sa,https://permid.org/1-4295882975,Glencore Finance Europe SA,92%,Excellent,glencore finance europe,https://permid.org/1-5057819876,Glencore Finance (Europe) Ltd,74%,Good,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,Includes bank holding companies.
320,glencore finance europe sa,https://permid.org/1-4295882975,Glencore Finance Europe SA,92%,Excellent,glencore finance europe,https://permid.org/1-5057819876,Glencore Finance (Europe) Ltd,74%,Good,False,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Excludes providers of investment banking services, classified in Investment Banking."
